Sales,Quantity,Discount,Profit,state_mean,customer_loyalty,sub_cat_encoded,Main Category_Furniture,Main Category_Office Supplies,Main Category_Technology,Region_Central,Region_East,Region_South,Region_West
12.544,7,0.6,-9.0944,-26.915380465717984,95.4346625,5,1,0,0,1,0,0,0
28.752,8,0.7,-21.0848,-3.3670856209150326,8.629106666666667,10,0,1,0,0,0,1,0
175.92,5,0.2,15.393,-26.915380465717984,0.8209375,4,0,1,0,1,0,0,0
3.882,3,0.8,-5.823,-26.915380465717984,82.08084545454545,10,0,1,0,1,0,0,0
8.32,5,0.2,2.288,-24.95606827956989,0.8209375,5,1,0,0,0,1,0,0
29.68,7,0.0,11.5752,62.75104528301887,16.615915384615384,4,0,1,0,1,0,0,0
692.94,3,0.0,173.235,136.28712399999998,62.154828571428574,0,1,0,0,1,0,0,0
106.32,3,0.0,49.9704,75.59195585585586,75.08460000000001,7,0,1,0,0,0,1,0
46.26,3,0.0,12.0276,82.08000485436894,62.0109625,9,0,1,0,0,1,0,0
39.312,13,0.2,12.7764,-24.95606827956989,8.747099999999998,3,0,1,0,0,1,0,0
33.8,5,0.2,4.225,-9.896713259668509,10.608058333333334,2,0,1,0,0,0,0,1
6.24,3,0.0,2.6208,72.53792641509433,160.5991,5,1,0,0,0,0,0,1
29.78,2,0.0,8.0406,66.22524174008811,38.816183333333335,5,1,0,0,0,1,0,0
2.264,1,0.8,-5.2072,-26.915380465717984,-41.656622222222225,11,0,1,0,1,0,0,0
1279.165,5,0.15,225.735,37.68536490897677,53.71384375,1,1,0,0,0,0,0,1
1127.976,3,0.2,126.8973,-30.009706635071094,40.058699999999995,13,0,0,1,0,0,1,0
102.24,4,0.2,-16.614,-9.896713259668509,18.275725,14,0,0,1,0,0,0,1
720.76,4,0.0,187.3976,37.68536490897677,46.32947333333333,9,0,1,0,0,0,0,1
15.552,3,0.2,5.4432,-23.67485820568928,19.966685714285717,7,0,1,0,0,1,0,0
78.304,2,0.2,29.364,-30.009706635071094,19.505818181818185,7,0,1,0,0,0,1,0
223.92,4,0.0,109.7208,66.22524174008811,23.476578571428572,7,0,1,0,0,1,0,0
2022.272,8,0.2,682.5168,37.68536490897677,486.69325,10,0,1,0,0,0,0,1
17.12,4,0.0,7.704,37.68536490897677,46.32947333333333,7,0,1,0,0,0,0,1
114.2,5,0.0,52.532,60.68374509803922,30.54463636363636,7,0,1,0,0,0,1,0
182.67,3,0.0,52.9743,100.24185241379311,40.5777,12,1,0,0,0,0,1,0
33.4,5,0.0,16.032,37.68536490897677,19.379077777777777,7,0,1,0,0,0,0,1
999.432,7,0.2,124.929,-26.915380465717984,-7.365264999999999,9,0,1,0,1,0,0,0
562.2925,7,0.45,-255.5875,-3.3670856209150326,-33.6529,0,1,0,0,0,0,1,0
17.61,3,0.0,8.4528,64.24861,59.753358333333345,7,0,1,0,1,0,0,0
47.92,2,0.2,11.98,-3.3670856209150326,29.942449999999997,14,0,0,1,0,0,1,0
601.536,4,0.2,0.0,37.68536490897677,30.043566666666663,12,1,0,0,0,0,0,1
9.82,2,0.0,4.8118,37.68536490897677,16.124473333333334,6,0,1,0,0,0,0,1
9.02,2,0.0,3.5178,37.68536490897677,-45.473142857142854,3,0,1,0,0,0,0,1
16.2,3,0.0,7.776,62.75104528301887,53.22916153846154,10,0,1,0,1,0,0,0
191.058,3,0.3,-46.3998,-26.915380465717984,5.286527272727273,12,1,0,0,1,0,0,0
239.976,3,0.2,53.9946,-17.257731203931204,40.815,14,0,0,1,1,0,0,0
59.92,4,0.0,16.7776,75.59195585585586,58.92732222222222,9,0,1,0,0,0,1,0
890.841,3,0.3,-152.7156,-26.915380465717984,8.043257142857144,0,1,0,0,1,0,0,0
555.21,5,0.1,178.901,108.77508798076923,37.19193846153846,11,0,1,0,1,0,0,0
21.93,3,0.0,10.0878,62.75104528301887,46.157622222222216,7,0,1,0,1,0,0,0
1799.994,2,0.7,-2639.9912,-24.95606827956989,-129.15179999999998,15,0,0,1,0,1,0,0
51.75,5,0.0,24.84,62.855089516129034,27.686377777777775,6,0,1,0,1,0,0,0
23.12,5,0.2,8.381,-9.896713259668509,29.34593529411765,7,0,1,0,0,0,0,1
845.728,13,0.2,84.5728,-29.139264788732394,-29.697650000000003,11,0,1,0,0,0,0,1
51.968,2,0.2,-10.3936,-23.67485820568928,79.26644444444445,9,0,1,0,0,1,0,0
20.23,7,0.0,9.5081,26.128566666666668,432.82081875,6,0,1,0,1,0,0,0
52.272,3,0.2,9.801,-24.95606827956989,17.543049999999997,11,0,1,0,0,1,0,0
44.1,6,0.0,20.727,121.56858961038961,117.83532727272727,7,0,1,0,0,1,0,0
71.98,2,0.0,15.1158,100.24185241379311,22.350485714285714,14,0,0,1,0,0,1,0
122.92,7,0.2,46.095,-26.915380465717984,-11.670025,13,0,0,1,1,0,0,0
16.02,6,0.0,6.0876,37.68536490897677,-5.707736363636363,5,1,0,0,0,0,0,1
2.376,3,0.2,0.7425,-3.3670856209150326,11.116384210526316,14,0,0,1,0,0,1,0
107.94,3,0.0,26.985,24.995931818181816,13.82280909090909,4,0,1,0,1,0,0,0
105.52,4,0.0,48.5392,68.53695114942529,5.769025000000001,7,0,1,0,0,0,1,0
5.78,2,0.0,2.7166,37.68536490897677,37.077709523809524,6,0,1,0,0,0,0,1
78.8,1,0.0,1.576,66.22524174008811,21.60008888888889,9,0,1,0,0,1,0,0
144.96,4,0.0,60.8832,72.53792641509433,20.203870588235304,14,0,0,1,0,0,0,1
119.448,3,0.2,-13.4379,-26.915380465717984,0.8209375,14,0,0,1,1,0,0,0
2.992,4,0.8,-4.488,-17.257731203931204,17.049333333333333,10,0,1,0,1,0,0,0
17.712,3,0.2,6.4206,37.68536490897677,6.972475,10,0,1,0,0,0,0,1
81.98,2,0.0,40.1702,66.22524174008811,179.9777375,7,0,1,0,0,1,0,0
1421.664,6,0.2,-195.4788,37.68536490897677,-14.16443,0,1,0,0,0,0,0,1
748.752,8,0.4,-162.2296,-23.67485820568928,-2.4285071428571423,13,0,0,1,0,1,0,0
52.68,3,0.2,19.755,-9.831294949494948,18.58878,13,0,0,1,0,0,0,1
38.71,7,0.0,17.8066,100.24185241379311,-29.37658,10,0,1,0,0,0,1,0
25.344,6,0.2,7.92,-17.257731203931204,20.04768888888889,7,0,1,0,1,0,0,0
917.9235,9,0.15,75.5937,37.68536490897677,16.107509999999998,1,1,0,0,0,0,0,1
4.032,2,0.2,1.0584,-3.3670856209150326,44.344625,4,0,1,0,0,0,1,0
504.9,5,0.0,126.225,62.536962499999994,-22.060599999999997,1,1,0,0,0,0,1,0
15.552,3,0.2,2.3328,-3.3670856209150326,321.66398666666663,4,0,1,0,0,0,1,0
26.032,2,0.2,9.4366,72.53792641509433,10.942316666666668,10,0,1,0,0,0,0,1
45.28,4,0.0,15.3952,37.68536490897677,52.113519999999994,11,0,1,0,0,0,0,1
371.976,3,0.2,116.2425,37.68536490897677,26.85926,15,0,0,1,0,0,0,1
173.94,3,0.0,38.2668,72.45705428571429,3.145266666666667,1,1,0,0,0,1,0,0
364.704,6,0.2,-36.4704,-9.896713259668509,-61.969053333333335,5,1,0,0,0,0,0,1
65.12,4,0.0,16.9312,66.22524174008811,24.02362,9,0,1,0,0,1,0,0
127.95,3,0.0,21.7515,37.68536490897677,43.434375,5,1,0,0,0,0,0,1
79.96,2,0.0,35.982,66.22524174008811,9.5252,8,0,1,0,0,1,0,0
45.04,2,0.2,4.504,-26.915380465717984,21.987195000000003,4,0,1,0,1,0,0,0
77.728,2,0.2,-3.8864,-30.009706635071094,65.73623,1,1,0,0,0,0,1,0
234.45,3,0.0,103.158,68.53695114942529,-129.15179999999998,14,0,0,1,0,0,1,0
17.04,3,0.2,5.538,37.68536490897677,118.02347,10,0,1,0,0,0,0,1
760.98,5,0.8,-1141.47,-26.915380465717984,-109.72492307692308,10,0,1,0,1,0,0,0
515.88,6,0.0,113.4936,72.53792641509433,37.42883684210526,0,1,0,0,0,0,0,1
418.296,3,0.2,5.2287,37.68536490897677,3.3037470588235314,0,1,0,0,0,0,0,1
52.99,1,0.0,0.5299,66.22524174008811,565.7064125,13,0,0,1,0,1,0,0
5.76,2,0.0,1.728,24.995931818181816,35.992824999999996,4,0,1,0,1,0,0,0
11.16,2,0.0,4.3524,60.68374509803922,45.6298375,4,0,1,0,0,0,1,0
63.824,2,0.2,13.5626,-29.139264788732394,-31.66898235294118,14,0,0,1,0,0,0,1
3.69,1,0.0,1.7343,50.863919626168226,14.240958333333333,6,0,1,0,0,1,0,0
6999.96,4,0.0,2239.9872,66.22524174008811,200.99299166666665,15,0,0,1,0,1,0,0
3.036,2,0.7,-2.3276,-23.67485820568928,-14.16443,10,0,1,0,0,1,0,0
12.96,2,0.0,6.3504,54.48744838709677,26.728492857142857,7,0,1,0,0,0,1,0
81.92,4,0.0,22.1184,82.08000485436894,9.7491,11,0,1,0,0,1,0,0
7.712,2,0.2,2.7956,66.22524174008811,4.8887035714285725,10,0,1,0,0,1,0,0
7.92,2,0.2,0.693,-9.896713259668509,29.34593529411765,13,0,0,1,0,0,0,1
31.984,1,0.2,0.0,-30.61212551724138,-120.35315833333333,5,1,0,0,0,0,1,0
16.74,3,0.0,8.37,66.22524174008811,121.10077692307692,8,0,1,0,0,1,0,0
7.216,2,0.2,1.7138,-24.95606827956989,13.82280909090909,3,0,1,0,0,1,0,0
41.472,8,0.2,14.5152,-26.915380465717984,-21.815571428571428,7,0,1,0,1,0,0,0
14.112,6,0.2,1.2348,-17.257731203931204,7.793925,4,0,1,0,1,0,0,0
48.944,7,0.2,16.5186,-3.3670856209150326,0.8209375,8,0,1,0,0,0,1,0
98.352,3,0.2,34.4232,72.53792641509433,7.440105882352941,10,0,1,0,0,0,0,1
24.448,4,0.2,8.8624,-3.3670856209150326,13.08663846153846,8,0,1,0,0,0,1,0
38.784,3,0.2,7.272,-24.95606827956989,33.26726,5,1,0,0,0,1,0,0
99.3,10,0.0,41.706,37.68536490897677,31.424083333333332,4,0,1,0,0,0,0,1
9.96,2,0.0,4.5816,72.53792641509433,43.63633333333334,6,0,1,0,0,0,0,1
313.722,3,0.4,-99.3453,66.22524174008811,6.7970703703703705,0,1,0,0,0,1,0,0
1367.84,8,0.0,259.8896,72.53792641509433,6.5648666666666635,1,1,0,0,0,0,0,1
321.552,6,0.2,20.097,37.68536490897677,-2.4285071428571423,13,0,0,1,0,0,0,1
28.44,3,0.0,11.376,66.22524174008811,-13.198750000000002,5,1,0,0,0,1,0,0
2.896,1,0.8,-4.7784,-26.915380465717984,20.527311764705882,10,0,1,0,1,0,0,0
242.94,3,0.0,9.7176,66.22524174008811,83.23563333333334,9,0,1,0,0,1,0,0
46.96,8,0.0,22.5408,66.22524174008811,4.70595,7,0,1,0,0,1,0,0
40.712,7,0.2,3.5623,-26.915380465717984,37.42883684210526,2,0,1,0,1,0,0,0
93.98,2,0.0,13.1572,72.53792641509433,6.1930499999999995,14,0,0,1,0,0,0,1
249.584,2,0.2,15.599,72.53792641509433,19.098092857142856,13,0,0,1,0,0,0,1
185.92,4,0.2,62.748,37.68536490897677,40.815,10,0,1,0,0,0,0,1
80.98,1,0.0,3.2392,37.68536490897677,12.86739333333333,9,0,1,0,0,0,0,1
763.44,8,0.0,45.8064,37.68536490897677,16.93689,9,0,1,0,0,0,0,1
258.696,3,0.2,64.674,-26.915380465717984,21.774877777777778,14,0,0,1,1,0,0,0
56.91,3,0.0,27.3168,82.08000485436894,6.7970703703703705,7,0,1,0,0,1,0,0
49.568,2,0.2,15.49,-3.3670856209150326,5.769025000000001,7,0,1,0,0,0,1,0
34.656,2,0.2,5.6316,-23.67485820568928,-56.97045714285714,11,0,1,0,0,1,0,0
239.96,4,0.0,115.1808,37.68536490897677,28.800009090909096,14,0,0,1,0,0,0,1
569.99,1,0.0,170.997,66.22524174008811,33.26726,13,0,0,1,0,1,0,0
72.588,2,0.7,-48.392,-9.896713259668509,60.93558,10,0,1,0,0,0,0,1
4158.912,8,0.2,363.9048,37.68536490897677,111.47343571428571,13,0,0,1,0,0,0,1
51.56,2,0.6,-61.872,-17.257731203931204,46.39331,5,1,0,0,1,0,0,0
26.7,5,0.0,12.549,62.75104528301887,24.386173333333332,10,0,1,0,1,0,0,0
113.1,3,0.0,56.55,68.53695114942529,-1.0766500000000008,10,0,1,0,0,0,1,0
170.352,3,0.2,-17.0352,37.68536490897677,-4.490899999999999,12,1,0,0,0,0,0,1
151.72,4,0.0,27.3096,37.68536490897677,20.496866666666666,5,1,0,0,0,0,0,1
6.24,3,0.0,2.6208,62.855089516129034,-25.044592307692312,5,1,0,0,1,0,0,0
1350.12,6,0.0,175.5156,100.24185241379311,62.77553333333333,9,0,1,0,0,0,1,0
12.96,2,0.0,6.3504,66.22524174008811,62.69574615384616,7,0,1,0,0,1,0,0
3504.9,5,0.0,700.98,108.77508798076923,88.05661428571429,12,1,0,0,1,0,0,0
1.938,2,0.7,-1.3566,-29.139264788732394,-14.16443,10,0,1,0,0,0,0,1
8.92,4,0.0,3.9248,60.68374509803922,7.809071428571429,5,1,0,0,0,0,1,0
12.224,2,0.2,4.4312,-26.915380465717984,17.475229411764705,8,0,1,0,1,0,0,0
604.768,4,0.2,60.4768,72.53792641509433,13.935429411764705,13,0,0,1,0,0,0,1
364.41,5,0.1,8.098,66.22524174008811,-13.198750000000002,12,1,0,0,0,1,0,0
74.95,5,0.0,36.7255,66.22524174008811,58.449490000000004,13,0,0,1,0,1,0,0
21.488,2,0.2,1.6116,-17.257731203931204,13.9246,9,0,1,0,1,0,0,0
62.18,1,0.0,16.7886,82.08000485436894,58.17428888888888,9,0,1,0,0,1,0,0
48.896,2,0.2,18.336,66.22524174008811,35.09321666666667,10,0,1,0,0,1,0,0
7.38,2,0.0,3.4686,37.68536490897677,-9.879886666666666,6,0,1,0,0,0,0,1
521.96,4,0.5,-250.5408,-23.67485820568928,6.5648666666666635,1,1,0,0,0,1,0,0
249.95,5,0.0,87.4825,66.22524174008811,93.80434705882352,14,0,0,1,0,1,0,0
85.3,2,0.0,14.501,50.863919626168226,11.24705,5,1,0,0,0,1,0,0
43.96,7,0.0,18.4632,37.68536490897677,20.04768888888889,5,1,0,0,0,0,0,1
89.97,3,0.0,25.1916,72.45705428571429,-4.551200000000001,13,0,0,1,0,1,0,0
65.568,2,0.2,22.9488,37.68536490897677,21.34148,10,0,1,0,0,0,0,1
315.98,1,0.0,148.5106,82.08000485436894,-6.867709090909088,10,0,1,0,0,1,0,0
71.12,5,0.2,9.779,-24.95606827956989,23.29265,5,1,0,0,0,1,0,0
265.93,7,0.0,63.8232,72.53792641509433,50.65132142857142,14,0,0,1,0,0,0,1
13.456,1,0.8,-23.548,-17.257731203931204,-1.0766500000000008,10,0,1,0,1,0,0,0
257.94,3,0.0,67.0644,62.855089516129034,95.82631,0,1,0,0,1,0,0,0
13.12,4,0.0,4.3296,35.85601515151515,28.800009090909096,4,0,1,0,0,0,1,0
464.0,5,0.0,134.56,66.22524174008811,-15.97338888888889,13,0,0,1,0,1,0,0
205.164,2,0.1,13.6776,66.22524174008811,6.128092857142858,12,1,0,0,0,1,0,0
19.296,3,0.2,6.03,37.68536490897677,-2.573023809523809,10,0,1,0,0,0,0,1
179.991,3,0.7,-251.9874,-9.831294949494948,91.36073076923077,15,0,0,1,0,0,0,1
20.736,4,0.2,7.2576,-3.3670856209150326,-28.3424,7,0,1,0,0,0,1,0
54.9,5,0.0,26.901,108.77508798076923,60.52962142857143,10,0,1,0,1,0,0,0
979.95,5,0.0,264.5865,66.22524174008811,29.08227,13,0,0,1,0,1,0,0
14.62,2,0.0,6.8714,62.536962499999994,45.0918,6,0,1,0,0,0,1,0
3059.982,3,0.4,-509.997,-26.915380465717984,-155.9796785714286,15,0,0,1,1,0,0,0
12.828,2,0.7,-8.9796,-24.95606827956989,-2.941146666666666,10,0,1,0,0,1,0,0
845.488,8,0.3,-12.0784,-17.257731203931204,13.446437499999998,12,1,0,0,1,0,0,0
5.28,1,0.0,2.376,72.53792641509433,16.615915384615384,7,0,1,0,0,0,0,1
7.88,5,0.6,-3.94,-26.915380465717984,-3.425222222222222,5,1,0,0,1,0,0,0
2.907,3,0.7,-2.0349,-24.95606827956989,75.10364782608696,10,0,1,0,0,1,0,0
12.843,3,0.7,-9.8463,-30.009706635071094,40.841725000000004,10,0,1,0,0,0,1,0
89.95,5,0.0,43.176,66.22524174008811,11.7258125,13,0,0,1,0,1,0,0
24.56,2,0.0,6.8768,68.53695114942529,6.972475,9,0,1,0,0,0,1,0
1336.44,14,0.0,387.5676,64.24861,59.753358333333345,5,1,0,0,1,0,0,0
1199.976,3,0.2,434.9913,37.68536490897677,33.79076,16,0,0,1,0,0,0,1
40.68,3,0.2,-9.153,-30.61212551724138,23.77559090909091,13,0,0,1,0,0,1,0
15.552,3,0.2,5.6376,-26.915380465717984,-26.996074999999994,7,0,1,0,1,0,0,0
89.568,4,0.2,-1.1196,-30.61212551724138,32.73314545454545,14,0,0,1,0,0,1,0
15.96,2,0.0,7.98,64.24861,30.94737222222222,7,0,1,0,1,0,0,0
17.856,4,0.2,2.0088,-3.3670856209150326,10.59885,4,0,1,0,0,0,1,0
29.97,3,0.0,13.4865,72.53792641509433,7.440105882352941,7,0,1,0,0,0,0,1
38.88,6,0.0,18.6624,37.68536490897677,4.654528571428572,7,0,1,0,0,0,0,1
279.95,5,0.0,67.188,62.75104528301887,25.21575,14,0,0,1,1,0,0,0
13.84,4,0.8,-22.144,-17.257731203931204,27.252158333333337,10,0,1,0,1,0,0,0
15.216,1,0.2,2.2824,-30.009706635071094,6.1021833333333335,14,0,0,1,0,0,1,0
87.168,2,0.2,8.7168,-9.831294949494948,3.629400000000003,11,0,1,0,0,0,0,1
123.92,4,0.0,55.764,66.22524174008811,68.64425,7,0,1,0,0,1,0,0
383.96,5,0.2,38.396,72.53792641509433,16.7926,13,0,0,1,0,0,0,1
121.792,4,0.2,13.7016,-9.896713259668509,23.77559090909091,11,0,1,0,0,0,0,1
368.97,3,0.0,81.1734,100.24185241379311,11.44735,12,1,0,0,0,0,1,0
36.0,2,0.0,6.48,66.22524174008811,-4.378041176470591,14,0,0,1,0,1,0,0
34.248,3,0.2,11.5587,66.22524174008811,6.9239749999999995,10,0,1,0,0,1,0,0
1133.35,5,0.0,294.671,43.712077586206895,76.399975,12,1,0,0,0,1,0,0
248.85,5,0.0,27.3735,37.68536490897677,44.27465384615384,14,0,0,1,0,0,0,1
88.776,3,0.2,7.7679,72.53792641509433,69.31204666666666,13,0,0,1,0,0,0,1
12.94,2,0.0,6.47,136.28712399999998,321.66398666666663,10,0,1,0,1,0,0,0
141.4,5,0.0,38.178,37.68536490897677,168.88567692307694,9,0,1,0,0,0,0,1
44.76,3,0.2,14.547,-30.61212551724138,432.82081875,5,1,0,0,0,0,1,0
52.752,3,0.2,-12.5286,-26.915380465717984,7.2194875,9,0,1,0,1,0,0,0
2.469,1,0.7,-1.8106,-30.61212551724138,35.04077333333333,10,0,1,0,0,0,1,0
321.92,4,0.0,96.576,37.68536490897677,93.80434705882352,11,0,1,0,0,0,0,1
559.93,7,0.0,167.979,66.22524174008811,10.034444444444446,14,0,0,1,0,1,0,0
10.584,3,0.2,3.4398,-24.95606827956989,4.5168,7,0,1,0,0,1,0,0
8.712,2,0.8,-19.602,-26.915380465717984,56.13558095238096,11,0,1,0,1,0,0,0
844.116,6,0.3,-36.1764,-17.257731203931204,80.79710499999999,12,1,0,0,1,0,0,0
132.52,5,0.2,34.7865,-24.95606827956989,-62.445525,14,0,0,1,0,1,0,0
287.97,3,0.0,77.7519,100.24185241379311,25.377460000000003,13,0,0,1,0,0,1,0
58.2,3,0.0,28.518,37.68536490897677,24.7289,5,1,0,0,0,0,0,1
224.937,3,0.7,-164.9538,-24.95606827956989,-62.445525,15,0,0,1,0,1,0,0
8.69,5,0.8,-14.773,-17.257731203931204,18.286113333333333,10,0,1,0,1,0,0,0
120.33,1,0.0,31.2858,66.22524174008811,27.252158333333337,9,0,1,0,0,1,0,0
19.44,3,0.0,9.3312,29.674133333333334,20.16665384615385,7,0,1,0,0,0,0,1
196.776,3,0.2,14.7582,-26.915380465717984,13.935429411764705,13,0,0,1,1,0,0,0
461.97,3,0.0,133.9713,82.80503829787234,58.7746,13,0,0,1,1,0,0,0
81.96,2,0.0,22.9488,72.53792641509433,35.04077333333333,11,0,1,0,0,0,0,1
901.95,3,0.0,297.6435,50.863919626168226,56.4844375,11,0,1,0,0,1,0,0
99.68,5,0.2,32.396,72.53792641509433,23.476578571428572,10,0,1,0,0,0,0,1
559.992,1,0.2,174.9975,66.22524174008811,24.145175000000005,16,0,0,1,0,1,0,0
155.456,4,0.2,-7.7728,-3.3670856209150326,20.496866666666666,1,1,0,0,0,0,1,0
73.784,2,0.6,-77.4732,-26.915380465717984,-5.707736363636363,5,1,0,0,1,0,0,0
175.872,4,0.2,63.7536,-17.257731203931204,27.252158333333337,7,0,1,0,1,0,0,0
43.7,5,0.0,20.539,37.68536490897677,3.629400000000003,8,0,1,0,0,0,0,1
899.136,4,0.2,112.392,66.22524174008811,56.381014285714286,1,1,0,0,0,1,0,0
3991.98,2,0.0,1995.99,66.22524174008811,196.54892142857145,15,0,0,1,0,1,0,0
301.96,2,0.0,33.2156,35.85601515151515,35.348275,12,1,0,0,0,0,1,0
125.76,3,0.2,40.872,66.22524174008811,8.629106666666667,10,0,1,0,0,1,0,0
6.368,2,0.2,1.0348,-26.915380465717984,27.32371875,4,0,1,0,1,0,0,0
9.98,5,0.8,-16.467,-17.257731203931204,12.060133333333333,10,0,1,0,1,0,0,0
167.94,3,0.0,82.2906,62.855089516129034,127.36093749999999,7,0,1,0,1,0,0,0
301.96,2,0.0,45.294,60.68374509803922,12.00382857142857,0,1,0,0,0,0,1,0
347.361,7,0.3,-69.4722,-26.915380465717984,15.512213333333333,0,1,0,0,1,0,0,0
9.324,6,0.8,-24.7086,-26.915380465717984,80.79710499999999,11,0,1,0,1,0,0,0
104.79,7,0.0,29.3412,37.68536490897677,80.95201818181819,9,0,1,0,0,0,0,1
123.92,4,0.0,55.764,72.53792641509433,13.08663846153846,7,0,1,0,0,0,0,1
30.56,5,0.6,-19.864,-26.915380465717984,-20.27222857142857,5,1,0,0,1,0,0,0
37.764,6,0.7,-27.6936,-23.67485820568928,5.769025000000001,10,0,1,0,0,1,0,0
18.496,4,0.2,6.7048,-23.67485820568928,10.59885,7,0,1,0,0,1,0,0
335.52,4,0.2,117.432,-26.915380465717984,45.796475,7,0,1,0,1,0,0,0
199.98,2,0.0,83.9916,66.22524174008811,26.771708333333333,14,0,0,1,0,1,0,0
113.97,3,0.0,27.3528,50.863919626168226,66.10678333333334,14,0,0,1,0,1,0,0
658.746,3,0.1,146.388,66.22524174008811,47.30733333333333,12,1,0,0,0,1,0,0
43.02,3,0.0,15.4872,37.68536490897677,46.1796125,5,1,0,0,0,0,0,1
4.095,3,0.7,-2.73,-30.009706635071094,27.146349999999998,10,0,1,0,0,0,1,0
32.97,3,0.0,12.8583,100.24185241379311,20.326185714285714,14,0,0,1,0,0,1,0
150.384,2,0.2,15.0384,-26.915380465717984,65.73623,13,0,0,1,1,0,0,0
12.96,2,0.0,6.2208,37.68536490897677,140.55674444444446,7,0,1,0,0,0,0,1
3.96,2,0.0,0.0,72.53792641509433,6.128092857142858,3,0,1,0,0,0,0,1
883.92,5,0.2,-110.49,66.22524174008811,-10.234399999999997,1,1,0,0,0,1,0,0
8.928,2,0.2,3.1248,37.68536490897677,53.88292777777778,10,0,1,0,0,0,0,1
8.67,3,0.0,4.0749,37.68536490897677,-2.941146666666666,6,0,1,0,0,0,0,1
6.408,3,0.2,1.4418,-3.3670856209150326,-4.378041176470591,5,1,0,0,0,0,1,0
7.36,2,0.0,0.1472,43.712077586206895,0.2059249999999999,2,0,1,0,0,1,0,0
172.752,6,0.2,60.4632,72.53792641509433,21.809966666666668,10,0,1,0,0,0,0,1
38.04,2,0.0,12.1728,62.75104528301887,15.430222222222223,14,0,0,1,1,0,0,0
139.95,5,0.0,26.5905,68.35525425531915,45.42658461538462,14,0,0,1,1,0,0,0
49.53,3,0.0,23.7744,145.72759791666667,140.55674444444446,10,0,1,0,0,1,0,0
10.368,2,0.2,3.6288,-17.257731203931204,9.77191,7,0,1,0,1,0,0,0
